cell_id,grid_x,grid_y,elevation_m,slope_deg,terrain_type,rock_density,dust_depth_cm,solar_exposure_pct,surface_temp_c,hazard_prob,safety_score,traversal_energy_wh_per_m
2873,53,47,-6.84,12.62,regolith_plain,0.631,0.0,44.7,-43.4,0.106,0.894,1.428
2874,54,47,-0.26,19.78,regolith_plain,0.603,0.0,48.9,-44.8,0.126,0.874,1.684
2875,55,47,1.34,20.93,regolith_plain,0.562,0.0,33.5,-46.8,0.126,0.874,1.663
2876,56,47,0.86,13.56,regolith_plain,0.535,0.0,47.1,-38.7,0.096,0.904,1.459
2877,57,47,4.67,7.16,regolith_plain,0.511,0.0,58.9,-42.8,0.047,0.953,1.228
2878,58,47,4.66,10.88,regolith_plain,0.515,0.09,53.0,-38.6,0.09,0.91,1.288
2879,59,47,5.29,14.37,regolith_plain,0.519,0.66,56.6,-36.3,0.1,0.9,1.497
2880,0,48,6.78,4.06,regolith_plain,0.64,0.0,67.4,-32.3,0.033,0.967,1.175
2881,1,48,8.17,6.97,regolith_plain,0.651,0.0,67.7,-34.0,0.052,0.948,1.227
2882,2,48,11.59,10.74,regolith_plain,0.66,0.0,62.7,-34.4,0.086,0.914,1.397
2883,3,48,15.71,9.43,regolith_plain,0.61,0.0,66.5,-24.8,0.066,0.934,1.329
2884,4,48,16.77,8.53,regolith_plain,0.57,0.0,60.6,-31.1,0.058,0.942,1.322
2885,5,48,15.7,8.61,regolith_plain,0.536,0.0,62.4,-35.4,0.069,0.931,1.294
2886,6,48,16.28,10.49,regolith_plain,0.494,0.0,61.5,-33.7,0.089,0.911,1.254
2887,7,48,20.39,13.22,crater_rim,0.423,0.0,56.3,-35.4,0.185,0.815,1.619
2888,8,48,20.0,15.01,crater_rim,0.359,0.0,51.1,-40.2,0.183,0.817,1.597
2889,9,48,12.61,20.72,regolith_plain,0.367,0.0,45.2,-42.3,0.124,0.876,1.561
2890,10,48,5.21,18.41,regolith_plain,0.375,0.0,44.8,-35.3,0.127,0.873,1.467
2891,11,48,-0.57,10.5,regolith_plain,0.378,1.08,61.0,-35.4,0.083,0.917,1.205
2892,12,48,-1.93,4.36,regolith_plain,0.377,5.12,64.6,-37.3,0.053,0.947,1.006
2893,13,48,-3.48,5.82,regolith_plain,0.378,6.63,59.6,-35.0,0.07,0.93,1.091
2894,14,48,-4.88,7.17,regolith_plain,0.383,8.16,58.1,-35.0,0.079,0.921,1.185
2895,15,48,-3.58,15.81,regolith_plain,0.409,8.6,45.3,-47.9,0.129,0.871,1.56
2896,16,48,-8.26,25.59,regolith_plain,0.44,9.15,47.7,-39.4,0.194,0.806,1.959
2897,17,48,-8.32,17.81,regolith_plain,0.44,12.72,50.9,-35.0,0.144,0.856,1.716
2898,18,48,-10.67,11.47,regolith_plain,0.466,13.75,52.2,-36.3,0.146,0.854,1.445
2899,19,48,-12.39,9.57,regolith_plain,0.504,14.11,64.3,-25.0,0.111,0.889,1.486
2900,20,48,-12.91,8.1,regolith_plain,0.505,13.73,57.7,-31.2,0.113,0.887,1.35
2901,21,48,-9.28,14.16,regolith_plain,0.512,10.85,46.0,-34.2,0.118,0.882,1.557
2902,22,48,-3.07,18.39,regolith_plain,0.534,8.25,55.9,-25.1,0.159,0.841,1.671
2903,23,48,3.32,19.28,regolith_plain,0.552,6.15,45.6,-36.6,0.159,0.841,1.823
2904,24,48,6.17,15.59,regolith_plain,0.585,5.49,50.4,-37.3,0.126,0.874,1.583
2905,25,48,9.12,9.99,regolith_plain,0.628,6.27,59.3,-31.0,0.097,0.903,1.416
2906,26,48,7.47,8.76,regolith_plain,0.69,7.06,67.2,-34.4,0.095,0.905,1.421
2907,27,48,4.79,5.2,regolith_plain,0.731,8.47,64.4,-32.9,0.102,0.898,1.395
2908,28,48,7.72,7.1,regolith_plain,0.739,7.59,55.0,-39.1,0.085,0.915,1.416
2909,29,48,9.13,2.33,regolith_plain,0.724,6.01,70.7,-29.3,0.058,0.942,1.326
2910,30,48,6.76,4.44,regolith_plain,0.74,3.4,62.2,-36.2,0.059,0.941,1.392
2911,31,48,8.9,2.23,rock_field,0.76,1.44,78.9,-30.3,0.17,0.83,1.889
2912,32,48,6.31,6.13,rock_field,0.802,0.0,63.3,-31.2,0.212,0.788,2.133
2913,33,48,4.71,4.55,rock_field,0.8,0.0,51.6,-37.5,0.19,0.81,2.088
2914,34,48,5.2,12.2,rock_field,0.791,0.0,58.7,-42.2,0.229,0.771,2.468
2915,35,48,4.72,10.46,regolith_plain,0.744,0.0,70.2,-36.3,0.093,0.907,1.539
2916,36,48,4.71,7.66,regolith_plain,0.725,0.23,71.0,-34.7,0.074,0.926,1.401
2917,37,48,9.58,13.13,regolith_plain,0.674,0.0,66.5,-35.2,0.106,0.894,1.489
2918,38,48,14.04,12.49,regolith_plain,0.596,0.35,50.1,-35.8,0.09,0.91,1.507
2919,39,48,18.43,11.37,regolith_plain,0.603,0.95,63.0,-32.2,0.081,0.919,1.485
2920,40,48,20.14,13.19,crater_rim,0.613,1.7,51.2,-33.0,0.187,0.813,1.845
2921,41,48,16.03,19.17,regolith_plain,0.58,2.13,50.3,-34.6,0.118,0.882,1.796
2922,42,48,6.25,17.17,regolith_plain,0.531,3.76,43.5,-35.9,0.132,0.868,1.689
2923,43,48,3.69,6.73,regolith_plain,0.539,5.47,58.7,-32.6,0.063,0.937,1.315
2924,44,48,5.05,2.54,regolith_plain,0.577,5.93,63.2,-32.7,0.051,0.949,1.181
2925,45,48,2.9,8.64,regolith_plain,0.647,4.79,65.9,-28.0,0.102,0.898,1.439
2926,46,48,0.43,10.02,regolith_plain,0.694,4.36,63.8,-29.4,0.099,0.901,1.428
2927,47,48,-0.74,10.66,regolith_plain,0.717,4.04,59.9,-32.9,0.101,0.899,1.531
2928,48,48,-1.08,6.41,regolith_plain,0.705,2.71,54.8,-31.0,0.068,0.932,1.363
2929,49,48,-3.1,8.51,regolith_plain,0.704,0.0,58.8,-43.8,0.077,0.923,1.413
2930,50,48,-6.03,11.06,regolith_plain,0.717,0.0,53.4,-37.5,0.092,0.908,1.564
2931,51,48,-10.77,4.72,regolith_plain,0.693,0.0,70.0,-31.7,0.056,0.944,1.27
2932,52,48,-8.76,6.98,regolith_plain,0.662,0.0,69.4,-26.1,0.053,0.947,1.359
2933,53,48,-7.26,7.34,regolith_plain,0.621,0.0,68.3,-24.8,0.055,0.945,1.233
2934,54,48,-7.16,13.46,regolith_plain,0.61,0.0,50.7,-43.1,0.1,0.9,1.497
2935,55,48,-6.47,15.94,regolith_plain,0.594,0.0,36.0,-36.7,0.114,0.886,1.49
2936,56,48,-2.84,15.62,regolith_plain,0.585,0.0,42.2,-44.9,0.113,0.887,1.495
2937,57,48,1.56,13.07,regolith_plain,0.568,0.0,64.2,-37.1,0.095,0.905,1.408
2938,58,48,-0.36,16.31,regolith_plain,0.572,0.0,49.7,-38.6,0.115,0.885,1.6
2939,59,48,-4.0,26.43,regolith_plain,0.594,0.0,36.4,-43.5,0.171,0.829,1.924
2940,0,49,4.52,3.91,regolith_plain,0.549,0.0,75.6,-34.8,0.02,0.98,1.13
2941,1,49,5.86,11.71,regolith_plain,0.595,0.0,64.7,-29.8,0.068,0.932,1.431
2942,2,49,12.17,8.3,regolith_plain,0.607,0.0,61.0,-30.9,0.061,0.939,1.351
2943,3,49,11.62,10.59,regolith_plain,0.583,0.0,56.6,-31.0,0.074,0.926,1.298
2944,4,49,13.16,8.74,regolith_plain,0.551,0.0,59.6,-35.9,0.054,0.946,1.232
2945,5,49,11.42,8.83,regolith_plain,0.519,0.0,61.6,-33.6,0.055,0.945,1.231
2946,6,49,11.82,12.77,regolith_plain,0.497,0.0,65.6,-32.2,0.086,0.914,1.357
2947,7,49,16.07,15.58,regolith_plain,0.472,0.0,55.4,-28.9,0.125,0.875,1.387
2948,8,49,17.55,10.12,regolith_plain,0.433,0.0,63.2,-44.2,0.061,0.939,1.229
2949,9,49,12.85,13.1,regolith_plain,0.437,0.0,62.6,-36.9,0.085,0.915,1.267
2950,10,49,8.5,9.12,regolith_plain,0.42,0.0,53.0,-36.4,0.073,0.927,1.106
2951,11,49,7.19,15.08,regolith_plain,0.415,0.0,57.9,-39.1,0.107,0.893,1.325
2952,12,49,2.4,16.99,regolith_plain,0.413,1.89,49.5,-38.9,0.122,0.878,1.52
2953,13,49,-3.7,7.47,regolith_plain,0.389,4.95,46.7,-39.7,0.057,0.943,1.159
2954,14,49,-0.83,15.11,regolith_plain,0.409,5.44,40.6,-44.0,0.12,0.88,1.484
2955,15,49,-0.6,15.72,regolith_plain,0.41,6.99,46.6,-39.1,0.15,0.85,1.532
2956,16,49,1.39,24.97,regolith_plain,0.45,7.61,45.7,-37.2,0.182,0.818,1.967
2957,17,49,-2.17,17.14,regolith_plain,0.465,11.4,51.8,-38.9,0.15,0.85,1.619
2958,18,49,-6.37,10.79,regolith_plain,0.451,12.5,59.2,-37.3,0.14,0.86,1.421
2959,19,49,-7.74,6.9,regolith_plain,0.436,13.23,74.1,-31.0,0.103,0.897,1.251
2960,20,49,-7.53,8.02,regolith_plain,0.478,12.44,53.6,-37.5,0.091,0.909,1.33
2961,21,49,-5.23,9.88,regolith_plain,0.521,10.01,59.0,-42.3,0.098,0.902,1.408
2962,22,49,-3.87,3.14,regolith_plain,0.493,8.88,68.4,-30.1,0.058,0.942,1.148
2963,23,49,-3.04,13.1,regolith_plain,0.518,5.24,51.2,-39.4,0.112,0.888,1.494
2964,24,49,1.06,16.42,regolith_plain,0.58,3.08,52.1,-32.0,0.119,0.881,1.541
2965,25,49,4.89,15.94,regolith_plain,0.633,2.22,42.9,-37.9,0.11,0.89,1.559
2966,26,49,2.77,14.72,regolith_plain,0.686,2.24,62.3,-28.8,0.116,0.884,1.707
2967,27,49,2.17,5.0,regolith_plain,0.709,3.85,60.4,-38.3,0.061,0.939,1.297
2968,28,49,5.73,9.77,regolith_plain,0.745,2.56,71.4,-31.7,0.115,0.885,1.556
2969,29,49,9.04,6.29,regolith_plain,0.739,1.68,62.9,-38.1,0.06,0.94,1.339
2970,30,49,5.75,9.38,regolith_plain,0.737,0.0,65.9,-34.8,0.078,0.922,1.411
2971,31,49,7.22,3.17,rock_field,0.75,0.0,66.2,-26.8,0.171,0.829,1.981
2972,32,49,6.68,2.83,rock_field,0.8,0.0,66.7,-25.7,0.175,0.825,1.954
2973,33,49,7.62,9.48,rock_field,0.823,0.0,56.1,-40.0,0.213,0.787,2.375
2974,34,49,10.59,11.7,rock_field,0.798,0.0,57.8,-36.6,0.248,0.752,2.537
2975,35,49,8.57,9.79,regolith_plain,0.73,0.0,61.1,-33.9,0.107,0.893,1.5
2976,36,49,6.44,8.2,regolith_plain,0.695,0.0,56.3,-33.0,0.074,0.926,1.314
2977,37,49,9.38,8.56,regolith_plain,0.666,0.0,59.8,-41.1,0.072,0.928,1.31
2978,38,49,12.29,7.07,regolith_plain,0.628,0.68,58.6,-41.0,0.043,0.957,1.298
2979,39,49,13.26,11.15,regolith_plain,0.619,0.79,71.5,-28.1,0.096,0.904,1.382
2980,40,49,12.39,15.65,regolith_plain,0.595,1.3,52.2,-44.6,0.101,0.899,1.553
2981,41,49,15.22,7.55,regolith_plain,0.547,3.92,71.0,-32.3,0.055,0.945,1.222
2982,42,49,11.3,13.07,regolith_plain,0.53,4.5,54.4,-35.7,0.112,0.888,1.42
2983,43,49,11.03,13.44,regolith_plain,0.545,4.22,56.8,-33.9,0.118,0.882,1.433
2984,44,49,9.32,11.99,regolith_plain,0.575,3.89,48.9,-38.8,0.111,0.889,1.503
2985,45,49,4.86,8.64,regolith_plain,0.606,3.83,57.8,-36.6,0.073,0.927,1.398
2986,46,49,4.48,7.22,regolith_plain,0.645,3.48,63.3,-29.8,0.067,0.933,1.311
2987,47,49,3.56,9.64,regolith_plain,0.7,2.56,68.9,-30.0,0.092,0.908,1.523
2988,48,49,1.15,10.22,regolith_plain,0.707,0.64,60.1,-36.6,0.085,0.915,1.427
2989,49,49,-1.89,8.57,regolith_plain,0.681,0.0,68.9,-30.7,0.077,0.923,1.358
2990,50,49,-4.51,8.31,regolith_plain,0.679,0.0,64.7,-30.8,0.071,0.929,1.429
2991,51,49,-7.67,7.9,regolith_plain,0.668,0.0,71.1,-23.2,0.047,0.953,1.332
2992,52,49,-10.0,9.62,regolith_plain,0.653,0.0,59.1,-31.2,0.065,0.935,1.45
2993,53,49,-11.75,11.65,regolith_plain,0.637,0.0,71.5,-25.1,0.098,0.902,1.397
2994,54,49,-9.8,9.4,regolith_plain,0.622,0.0,56.7,-37.6,0.075,0.925,1.412
2995,55,49,-9.23,6.85,regolith_plain,0.611,0.0,57.9,-36.8,0.063,0.937,1.231
2996,56,49,-6.92,10.82,regolith_plain,0.61,0.0,50.8,-38.1,0.068,0.932,1.435
2997,57,49,-4.28,13.57,regolith_plain,0.603,0.0,69.1,-31.4,0.097,0.903,1.459
2998,58,49,-5.63,21.22,regolith_plain,0.624,0.0,51.6,-41.0,0.113,0.887,1.769
2999,59,49,-13.22,31.41,rock_field,0.653,0.0,33.4,-38.2,0.343,0.657,3.58
3000,0,50,6.33,3.97,regolith_plain,0.488,0.0,73.1,-25.9,0.035,0.965,1.036
3001,1,50,5.0,6.43,regolith_plain,0.522,0.0,67.1,-32.8,0.038,0.962,1.133
3002,2,50,10.61,9.48,regolith_plain,0.555,0.0,71.4,-27.5,0.067,0.933,1.244
3003,3,50,8.3,6.39,regolith_plain,0.542,0.0,53.7,-35.3,0.055,0.945,1.122
3004,4,50,10.62,5.34,regolith_plain,0.531,0.0,62.5,-30.2,0.053,0.947,1.144
3005,5,50,9.63,4.55,regolith_plain,0.518,0.0,62.2,-38.6,0.023,0.977,1.095
3006,6,50,8.5,3.33,regolith_plain,0.507,0.0,54.5,-36.5,0.031,0.969,1.052
3007,7,50,10.82,12.25,regolith_plain,0.533,0.0,62.9,-33.2,0.071,0.929,1.413
3008,8,50,13.62,12.69,regolith_plain,0.541,0.0,54.4,-33.5,0.093,0.907,1.393
3009,9,50,10.44,10.91,regolith_plain,0.521,0.0,62.4,-35.7,0.085,0.915,1.312
3010,10,50,8.24,6.17,regolith_plain,0.48,0.0,77.4,-37.9,0.038,0.962,1.085
3011,11,50,8.32,7.2,regolith_plain,0.434,0.0,60.0,-38.3,0.042,0.958,1.057
3012,12,50,3.61,11.09,regolith_plain,0.416,1.43,55.3,-36.0,0.076,0.924,1.276
3013,13,50,0.65,15.21,regolith_plain,0.419,2.36,54.0,-36.1,0.109,0.891,1.38
3014,14,50,5.47,20.69,regolith_plain,0.42,3.08,53.2,-30.0,0.139,0.861,1.679
3015,15,50,7.45,25.99,regolith_plain,0.417,3.83,38.0,-39.7,0.189,0.811,1.795
3016,16,50,10.3,18.04,regolith_plain,0.395,7.02,46.4,-39.1,0.157,0.843,1.588
3017,17,50,1.27,21.51,regolith_plain,0.42,9.34,52.7,-37.6,0.177,0.823,1.794
3018,18,50,-5.47,13.82,regolith_plain,0.398,10.7,57.1,-31.7,0.129,0.871,1.536
3019,19,50,-7.69,13.8,regolith_plain,0.387,10.91,42.5,-43.6,0.134,0.866,1.413
3020,20,50,-7.87,15.19,regolith_plain,0.448,10.07,45.9,-40.5,0.142,0.858,1.502
3021,21,50,-3.35,11.05,regolith_plain,0.51,8.36,66.9,-36.8,0.107,0.893,1.486
3022,22,50,-2.88,1.81,regolith_plain,0.49,7.42,70.4,-25.4,0.05,0.95,1.058
3023,23,50,-4.58,4.53,regolith_plain,0.51,4.69,60.4,-32.7,0.066,0.934,1.212
3024,24,50,-2.54,3.97,regolith_plain,0.562,2.66,64.6,-35.5,0.037,0.963,1.185
3025,25,50,-2.17,9.8,regolith_plain,0.624,0.0,59.3,-34.7,0.091,0.909,1.352
3026,26,50,-2.68,8.23,regolith_plain,0.674,0.0,65.4,-30.1,0.069,0.931,1.346
3027,27,50,2.92,15.82,regolith_plain,0.736,0.0,44.4,-40.4,0.118,0.882,1.677
3028,28,50,8.29,15.89,rock_field,0.757,0.0,47.5,-40.5,0.246,0.754,2.706
3029,29,50,13.53,9.46,regolith_plain,0.747,0.0,61.2,-36.2,0.077,0.923,1.436
3030,30,50,13.11,12.59,rock_field,0.751,0.0,55.5,-34.2,0.234,0.766,2.385
3031,31,50,10.91,14.31,rock_field,0.782,0.0,57.7,-36.2,0.249,0.751,2.636
3032,32,50,8.25,13.94,rock_field,0.816,0.0,47.3,-40.3,0.246,0.754,2.693
3033,33,50,10.12,11.25,rock_field,0.813,0.0,59.8,-39.4,0.22,0.78,2.539
3034,34,50,13.43,2.12,rock_field,0.767,0.0,74.2,-28.7,0.173,0.827,1.9
3035,35,50,10.23,6.58,regolith_plain,0.708,0.0,65.7,-32.7,0.056,0.944,1.331
3036,36,50,10.42,14.39,regolith_plain,0.69,0.0,55.0,-37.0,0.09,0.91,1.649
3037,37,50,10.99,4.99,regolith_plain,0.651,0.0,63.9,-31.8,0.052,0.948,1.177
3038,38,50,10.95,6.68,regolith_plain,0.64,0.25,57.6,-31.9,0.04,0.96,1.285
3039,39,50,10.55,9.39,regolith_plain,0.62,0.86,59.2,-31.5,0.068,0.932,1.406
3040,40,50,9.11,6.98,regolith_plain,0.562,2.56,69.9,-28.6,0.061,0.939,1.216
3041,41,50,10.84,14.46,regolith_plain,0.548,2.93,53.4,-37.6,0.121,0.879,1.452
3042,42,50,14.53,3.34,regolith_plain,0.482,6.09,61.0,-36.5,0.038,0.962,1.07
3043,43,50,13.04,5.72,regolith_plain,0.503,5.12,60.8,-38.4,0.072,0.928,1.204
3044,44,50,10.89,9.68,regolith_plain,0.548,3.61,60.6,-36.5,0.091,0.909,1.29
3045,45,50,6.58,9.06,regolith_plain,0.579,2.81,57.8,-35.0,0.091,0.909,1.396
3046,46,50,5.33,4.17,regolith_plain,0.609,2.65,68.3,-34.5,0.057,0.943,1.196
3047,47,50,5.18,6.76,regolith_plain,0.681,1.36,65.7,-31.8,0.065,0.935,1.385
3048,48,50,3.65,9.93,regolith_plain,0.701,0.0,64.4,-36.3,0.067,0.933,1.497
3049,49,50,-1.04,15.01,regolith_plain,0.691,0.0,62.0,-39.9,0.118,0.882,1.695
3050,50,50,-6.84,17.03,regolith_plain,0.69,0.0,57.2,-31.7,0.136,0.864,1.655
3051,51,50,-11.6,19.97,regolith_plain,0.68,0.0,42.4,-42.0,0.121,0.879,1.855
3052,52,50,-14.18,13.25,regolith_plain,0.656,0.0,50.0,-40.8,0.083,0.917,1.489
3053,53,50,-15.51,6.66,regolith_plain,0.638,0.0,62.2,-37.6,0.057,0.943,1.241
3054,54,50,-13.29,8.13,regolith_plain,0.647,0.0,58.4,-32.9,0.073,0.927,1.365
3055,55,50,-10.31,6.62,regolith_plain,0.651,0.0,55.9,-29.9,0.061,0.939,1.339
3056,56,50,-8.66,5.28,regolith_plain,0.635,0.0,61.5,-35.1,0.049,0.951,1.174
3057,57,50,-8.01,14.58,regolith_plain,0.642,0.0,51.1,-38.0,0.118,0.882,1.634
3058,58,50,-13.07,26.11,regolith_plain,0.665,0.0,37.2,-37.7,0.171,0.829,2.08
3059,59,50,-23.14,30.13,rock_field,0.67,0.0,35.0,-50.0,0.322,0.678,3.275
3060,0,51,3.69,10.45,regolith_plain,0.443,0.0,65.6,-24.2,0.067,0.933,1.21
3061,1,51,4.46,3.92,regolith_plain,0.439,0.0,66.9,-21.8,0.036,0.964,1.025
3062,2,51,6.37,8.14,regolith_plain,0.465,0.0,75.9,-39.3,0.058,0.942,1.122
3063,3,51,7.14,5.08,regolith_plain,0.483,0.0,65.4,-32.5,0.05,0.95,1.117
3064,4,51,9.66,3.87,regolith_plain,0.502,0.0,64.0,-35.5,0.026,0.974,1.01
3065,5,51,9.05,1.51,regolith_plain,0.523,0.0,68.4,-32.1,0.023,0.977,1.024
3066,6,51,9.82,0.07,regolith_plain,0.547,0.0,71.5,-31.7,0.018,0.982,1.026
3067,7,51,9.05,4.31,regolith_plain,0.586,0.0,67.9,-28.0,0.049,0.951,1.201
3068,8,51,8.56,8.57,regolith_plain,0.624,0.0,73.0,-29.9,0.053,0.947,1.293
3069,9,51,7.34,5.61,regolith_plain,0.581,0.0,58.8,-38.1,0.038,0.962,1.156
3070,10,51,4.73,3.72,regolith_plain,0.53,0.0,71.1,-30.8,0.03,0.97,1.092
3071,11,51,5.17,1.82,regolith_plain,0.466,0.0,69.2,-28.7,0.007,0.993,1.008
3072,12,51,4.03,10.86,regolith_plain,0.445,0.63,48.6,-42.8,0.081,0.919,1.287
3073,13,51,7.01,23.49,regolith_plain,0.457,0.0,48.8,-44.5,0.154,0.846,1.744
3074,14,51,12.65,20.27,regolith_plain,0.414,1.75,55.3,-27.8,0.14,0.86,1.624
3075,15,51,18.28,8.61,regolith_plain,0.342,4.76,55.4,-38.7,0.078,0.922,1.098
3076,16,51,12.86,27.73,regolith_plain,0.349,3.71,39.4,-42.1,0.203,0.797,1.868
3077,17,51,-2.27,32.44,rock_field,0.332,5.92,24.0,-48.8,0.353,0.647,3.345
3078,18,51,-10.46,24.1,regolith_plain,0.332,7.59,35.9,-41.0,0.196,0.804,1.788
3079,19,51,-17.27,17.3,regolith_plain,0.337,9.01,57.3,-28.8,0.144,0.856,1.454
3080,20,51,-17.48,18.4,regolith_plain,0.398,8.33,47.0,-37.1,0.142,0.858,1.566
3081,21,51,-11.24,25.7,regolith_plain,0.507,4.87,35.1,-49.3,0.183,0.817,1.979
3082,22,51,-4.15,16.95,regolith_plain,0.535,3.81,52.7,-42.5,0.128,0.872,1.684
3083,23,51,0.11,13.07,regolith_plain,0.576,2.03,52.5,-38.4,0.1,0.9,1.442
3084,24,51,-0.33,18.88,regolith_plain,0.632,0.0,46.4,-39.8,0.106,0.894,1.712
3085,25,51,-2.02,18.69,regolith_plain,0.663,0.0,53.9,-43.0,0.126,0.874,1.768
3086,26,51,0.03,16.43,regolith_plain,0.716,0.0,45.0,-36.0,0.141,0.859,1.624
3087,27,51,5.03,16.79,rock_field,0.751,0.0,46.1,-43.2,0.253,0.747,2.564
3088,28,51,9.85,23.78,rock_field,0.764,0.0,44.8,-33.4,0.311,0.689,3.18
3089,29,51,13.64,25.97,rock_field,0.78,0.0,47.2,-31.2,0.347,0.653,3.401
3090,30,51,14.29,18.4,rock_field,0.787,0.0,57.2,-36.0,0.294,0.706,2.715
3091,31,51,16.19,5.88,rock_field,0.773,0.0,59.5,-32.4,0.186,0.814,2.16
3092,32,51,16.58,13.3,rock_field,0.781,0.0,61.0,-38.6,0.249,0.751,2.632
3093,33,51,13.66,14.91,rock_field,0.783,0.0,48.9,-35.4,0.26,0.74,2.541
3094,34,51,12.07,6.55,rock_field,0.758,0.0,73.7,-31.2,0.204,0.796,2.223
3095,35,51,12.07,9.1,regolith_plain,0.701,0.0,53.2,-40.7,0.065,0.935,1.445
3096,36,51,16.67,8.97,regolith_plain,0.671,0.0,68.1,-32.3,0.074,0.926,1.31
3097,37,51,12.83,13.23,regolith_plain,0.669,0.0,51.5,-38.8,0.099,0.901,1.586
3098,38,51,7.62,9.2,regolith_plain,0.645,0.0,72.0,-31.1,0.058,0.942,1.312
3099,39,51,6.91,1.9,regolith_plain,0.619,1.46,71.5,-26.3,0.026,0.974,1.114
3100,40,51,7.5,1.11,regolith_plain,0.576,2.88,62.7,-36.5,0.03,0.97,1.057
3101,41,51,6.45,6.71,regolith_plain,0.529,3.42,59.5,-27.6,0.063,0.937,1.239
3102,42,51,10.52,11.79,regolith_plain,0.483,4.04,61.7,-39.1,0.104,0.896,1.316
3103,43,51,12.7,7.18,regolith_plain,0.503,3.84,68.4,-25.0,0.065,0.935,1.259
3104,44,51,11.53,7.44,regolith_plain,0.553,2.65,61.4,-37.8,0.066,0.934,1.218
3105,45,51,7.99,6.62,regolith_plain,0.579,1.68,63.0,-33.1,0.066,0.934,1.218
3106,46,51,7.03,1.95,regolith_plain,0.607,1.29,72.4,-31.7,0.045,0.955,1.163
3107,47,51,8.0,5.91,regolith_plain,0.684,0.0,64.3,-33.9,0.044,0.956,1.3
3108,48,51,4.38,10.78,regolith_plain,0.71,0.0,50.4,-34.2,0.094,0.906,1.495
3109,49,51,0.39,20.71,regolith_plain,0.722,0.0,42.3,-34.2,0.144,0.856,1.948
3110,50,51,-10.72,27.33,regolith_plain,0.728,0.0,41.4,-35.8,0.193,0.807,2.203
3111,51,51,-20.21,15.22,regolith_plain,0.662,0.0,60.6,-35.4,0.096,0.904,1.612
3112,52,51,-18.57,6.99,regolith_plain,0.643,0.0,72.0,-29.1,0.069,0.931,1.3
3113,53,51,-16.33,9.99,regolith_plain,0.666,0.0,63.7,-35.8,0.07,0.93,1.463
3114,54,51,-12.16,12.09,regolith_plain,0.686,0.0,58.4,-38.5,0.102,0.898,1.46
3115,55,51,-8.82,6.12,regolith_plain,0.684,0.0,67.8,-35.9,0.045,0.955,1.299
3116,56,51,-9.81,7.17,regolith_plain,0.671,0.0,58.1,-36.4,0.047,0.953,1.314
3117,57,51,-13.71,16.32,regolith_plain,0.674,0.0,51.1,-36.1,0.114,0.886,1.659
3118,58,51,-18.1,18.94,regolith_plain,0.652,0.0,44.2,-47.2,0.132,0.868,1.679
3119,59,51,-24.73,18.43,regolith_plain,0.621,0.0,42.2,-40.4,0.145,0.855,1.607
3120,0,52,-0.88,17.3,regolith_plain,0.459,0.0,53.0,-30.4,0.115,0.885,1.47
3121,1,52,4.43,9.4,regolith_plain,0.456,0.0,60.8,-29.2,0.056,0.944,1.202
3122,2,52,5.55,3.97,regolith_plain,0.46,0.0,69.8,-32.9,0.042,0.958,1.011
3123,3,52,6.97,6.8,regolith_plain,0.489,0.0,65.8,-37.6,0.065,0.935,1.083
3124,4,52,8.7,6.96,regolith_plain,0.509,0.0,63.8,-30.8,0.043,0.957,1.117
3125,5,52,8.58,2.56,regolith_plain,0.521,0.0,70.5,-39.6,0.034,0.966,1.002
3126,6,52,8.54,5.86,regolith_plain,0.556,0.0,63.3,-28.4,0.057,0.943,1.129
3127,7,52,8.08,3.62,regolith_plain,0.584,0.0,68.5,-31.9,0.04,0.96,1.093
3128,8,52,7.85,2.15,regolith_plain,0.605,0.0,63.3,-25.5,0.017,0.983,1.138
3129,9,52,9.55,5.29,regolith_plain,0.565,0.0,66.4,-38.7,0.044,0.956,1.111
3130,10,52,9.66,14.2,regolith_plain,0.547,0.0,58.4,-30.9,0.099,0.901,1.402
3131,11,52,9.38,16.67,regolith_plain,0.517,0.0,47.6,-38.7,0.122,0.878,1.457
3132,12,52,11.05,24.53,regolith_plain,0.505,0.0,43.3,-41.2,0.151,0.849,1.908
3133,13,52,15.74,18.76,regolith_plain,0.473,0.0,45.6,-44.5,0.132,0.868,1.519
3134,14,52,15.01,4.44,regolith_plain,0.398,3.1,62.0,-31.2,0.048,0.952,1.076
3135,15,52,13.5,23.41,regolith_plain,0.397,1.27,37.5,-39.3,0.152,0.848,1.728
3136,16,52,5.86,36.87,rock_field,0.386,0.74,37.0,-35.0,0.365,0.635,3.54
3137,17,52,-8.87,31.78,rock_field,0.342,4.0,41.4,-36.9,0.324,0.676,3.202
3138,18,52,-15.21,14.87,regolith_plain,0.315,7.0,56.9,-38.2,0.107,0.893,1.383
3139,19,52,-17.98,8.14,regolith_plain,0.316,8.47,72.9,-34.4,0.075,0.925,1.178
3140,20,52,-19.73,1.33,regolith_plain,0.357,9.1,67.4,-37.8,0.059,0.941,0.984
3141,21,52,-17.23,18.51,regolith_plain,0.483,4.42,67.8,-25.8,0.136,0.864,1.554
3142,22,52,-7.34,28.26,rock_field,0.556,0.86,37.5,-45.1,0.306,0.694,3.198
3143,23,52,3.89,25.4,regolith_plain,0.599,0.0,43.6,-33.8,0.162,0.838,1.934
3144,24,52,10.97,27.91,regolith_plain,0.659,0.0,36.9,-40.0,0.194,0.806,2.175
