route_id,vehicle_type,route_type,start_x,start_y,end_x,end_y,num_cells,distance_km,avg_slope_deg,max_slope_deg,avg_rock_density,pct_high_hazard_cells,dominant_terrain,payload_kg,payload_fraction_of_max,battery_capacity_wh,total_energy_wh,energy_margin_pct,safety_score,mission_success
1130,swarm_builder,naive,4,58,43,36,72,1.735,12.65,25.99,0.605,0.431,regolith_plain,5.9,0.393,1200.0,2843.0,-136.92,0.57,0
1131,crew_transport,naive,58,4,9,55,110,2.669,12.77,30.81,0.514,0.309,regolith_plain,107.4,0.43,9500.0,5613.3,40.91,0.651,1
1132,swarm_builder,naive,58,2,57,27,44,1.034,13.57,55.39,0.511,0.341,regolith_plain,6.0,0.4,1200.0,1624.8,-35.4,0.597,0
1133,crew_transport,optimized,24,40,49,18,27,0.694,8.34,20.72,0.495,0.148,regolith_plain,198.9,0.796,9500.0,1524.0,83.96,0.777,1
1134,crew_transport,optimized,42,57,20,30,61,1.44,11.73,29.88,0.571,0.279,regolith_plain,105.1,0.42,9500.0,3181.0,66.52,0.681,1
1135,swarm_builder,optimized,11,32,2,46,15,0.388,10.42,20.97,0.503,0.0,regolith_plain,8.6,0.573,1200.0,525.0,56.25,0.88,1
1136,cargo_hauler,naive,4,35,41,58,74,1.767,8.92,18.58,0.591,0.311,regolith_plain,225.7,0.376,14000.0,4506.7,67.81,0.672,1
1137,swarm_builder,optimized,45,51,5,56,43,1.064,10.5,25.59,0.576,0.163,regolith_plain,9.1,0.607,1200.0,1559.0,-29.92,0.777,0
1138,light_scout,optimized,2,12,50,45,92,2.284,10.77,22.23,0.685,0.141,regolith_plain,24.0,0.6,3500.0,4246.4,-21.33,0.766,0
1139,crew_transport,naive,53,44,40,31,27,0.669,9.74,17.43,0.663,0.259,regolith_plain,192.6,0.77,9500.0,1742.6,81.66,0.687,1
1140,light_scout,optimized,45,8,35,50,49,1.159,8.94,21.47,0.654,0.286,regolith_plain,13.8,0.345,3500.0,1970.4,43.7,0.668,1
1141,cargo_hauler,naive,17,5,10,59,89,2.133,12.02,31.5,0.54,0.157,regolith_plain,411.9,0.686,14000.0,5670.1,59.5,0.768,1
1142,crew_transport,naive,4,36,58,52,88,2.146,10.63,23.15,0.582,0.17,regolith_plain,244.4,0.978,9500.0,5527.6,41.81,0.749,1
1143,crew_transport,optimized,21,29,55,4,39,0.984,12.72,29.22,0.625,0.436,regolith_plain,105.5,0.422,9500.0,2284.4,75.95,0.579,1
1144,crew_transport,naive,58,45,41,59,29,0.684,9.88,25.77,0.661,0.276,regolith_plain,116.5,0.466,9500.0,1622.2,82.92,0.703,1
1145,crew_transport,naive,0,22,27,14,38,0.889,11.02,26.09,0.693,0.184,regolith_plain,54.5,0.218,9500.0,1898.3,80.02,0.726,1
1146,light_scout,naive,56,37,33,59,38,0.922,9.89,40.07,0.642,0.184,regolith_plain,38.3,0.957,3500.0,1982.0,43.37,0.758,1
1147,cargo_hauler,optimized,56,46,53,27,20,0.471,6.67,13.38,0.493,0.0,regolith_plain,595.7,0.993,14000.0,1081.3,92.28,0.926,1
1148,swarm_builder,optimized,37,43,6,8,181,4.221,18.67,27.31,0.693,0.906,regolith_plain,13.4,0.893,1200.0,9215.6,-667.97,0.288,0
1149,light_scout,naive,32,36,58,25,45,1.087,8.75,16.57,0.476,0.0,regolith_plain,11.9,0.298,3500.0,1413.4,59.62,0.862,1
1150,light_scout,optimized,16,19,7,6,14,0.335,7.08,14.44,0.678,0.0,regolith_plain,18.2,0.455,3500.0,483.3,86.19,0.887,1
1151,swarm_builder,optimized,12,27,12,55,29,0.742,11.42,22.99,0.462,0.103,regolith_plain,14.6,0.973,1200.0,1222.8,-1.9,0.79,0
1152,cargo_hauler,naive,53,46,21,48,45,1.079,10.65,22.51,0.703,0.422,regolith_plain,486.8,0.811,14000.0,3715.2,73.46,0.586,1
1153,swarm_builder,optimized,13,11,57,14,46,1.149,10.02,24.43,0.582,0.13,regolith_plain,3.7,0.247,1200.0,1488.8,-24.07,0.772,0
1154,crew_transport,naive,20,15,2,3,36,0.874,10.19,21.59,0.699,0.25,regolith_plain,108.8,0.435,9500.0,2021.4,78.72,0.703,1
1155,crew_transport,optimized,22,5,38,12,181,3.998,15.22,27.8,0.635,0.508,regolith_plain,72.9,0.292,9500.0,8532.0,10.19,0.551,1
1156,light_scout,naive,23,35,15,48,29,0.651,11.48,25.59,0.426,0.207,regolith_plain,11.1,0.277,3500.0,915.7,73.84,0.71,1
1157,swarm_builder,naive,42,48,56,56,31,0.749,11.39,27.33,0.663,0.032,regolith_plain,11.5,0.767,1200.0,1207.7,-0.64,0.861,0
1158,light_scout,naive,47,10,41,49,59,1.467,8.36,23.0,0.541,0.237,regolith_plain,34.5,0.862,3500.0,2793.7,20.18,0.712,1
1159,light_scout,naive,47,32,45,12,31,0.716,10.35,24.85,0.469,0.387,regolith_plain,18.7,0.467,3500.0,1143.1,67.34,0.624,1
1160,crew_transport,naive,31,9,43,36,58,1.389,11.98,28.45,0.603,0.379,regolith_plain,77.0,0.308,9500.0,2937.5,69.08,0.612,1
1161,crew_transport,naive,30,42,24,9,76,1.798,16.19,34.55,0.663,0.566,regolith_plain,175.7,0.703,9500.0,5949.3,37.38,0.444,0
1162,swarm_builder,naive,56,10,26,35,50,1.162,16.19,37.46,0.576,0.54,regolith_plain,13.4,0.893,1200.0,2465.8,-105.48,0.505,0
1163,swarm_builder,optimized,16,55,12,20,36,0.932,9.43,18.4,0.49,0.0,regolith_plain,11.2,0.747,1200.0,1355.9,-12.99,0.859,0
1164,light_scout,optimized,13,24,29,13,19,0.451,7.21,18.62,0.716,0.211,regolith_plain,17.4,0.435,3500.0,770.2,77.99,0.74,1
1165,light_scout,naive,57,21,24,39,40,1.062,8.89,18.26,0.528,0.1,regolith_plain,29.6,0.74,3500.0,1787.9,48.92,0.806,1
1166,crew_transport,optimized,1,9,51,9,67,1.602,7.53,20.09,0.598,0.09,regolith_plain,56.4,0.226,9500.0,2847.9,70.02,0.835,1
1167,swarm_builder,naive,37,2,46,47,67,1.651,12.35,57.74,0.624,0.373,regolith_plain,5.3,0.353,1200.0,2663.1,-121.92,0.604,0
1168,cargo_hauler,naive,45,54,27,9,85,2.053,10.46,26.92,0.657,0.224,regolith_plain,496.0,0.827,14000.0,6071.9,56.63,0.726,1
1169,cargo_hauler,optimized,51,52,20,44,32,0.769,9.05,27.33,0.622,0.188,regolith_plain,309.4,0.516,14000.0,1879.3,86.58,0.755,1
1170,swarm_builder,optimized,51,25,3,12,49,1.25,9.01,21.59,0.624,0.143,regolith_plain,10.0,0.667,1200.0,1924.3,-60.36,0.774,0
1171,swarm_builder,naive,33,21,4,24,51,1.166,14.44,42.07,0.618,0.431,regolith_plain,10.2,0.68,1200.0,2279.5,-89.96,0.561,0
1172,swarm_builder,naive,15,4,42,28,47,1.111,9.54,24.11,0.696,0.447,regolith_plain,2.2,0.147,1200.0,1647.0,-37.25,0.559,0
1173,swarm_builder,optimized,33,16,3,44,181,4.652,9.12,26.4,0.719,0.215,regolith_plain,2.6,0.173,1200.0,5941.8,-395.15,0.719,0
1174,swarm_builder,optimized,33,29,20,21,173,3.995,16.62,27.14,0.7,0.277,regolith_plain,4.8,0.32,1200.0,6413.3,-434.44,0.674,0
1175,swarm_builder,optimized,29,4,42,23,21,0.549,10.31,25.81,0.583,0.19,regolith_plain,4.4,0.293,1200.0,733.0,38.92,0.741,1
1176,crew_transport,optimized,25,31,4,43,22,0.553,14.44,29.54,0.457,0.273,regolith_plain,131.7,0.527,9500.0,1202.4,87.34,0.683,1
1177,cargo_hauler,naive,37,39,26,17,39,0.917,17.85,36.47,0.721,0.59,rock_field,474.8,0.791,14000.0,4182.9,70.12,0.386,0
1178,light_scout,naive,18,15,33,37,37,0.861,18.44,34.78,0.67,0.703,regolith_plain,29.4,0.735,3500.0,2457.9,29.77,0.346,0
1179,cargo_hauler,naive,7,11,27,26,41,0.974,18.84,35.83,0.735,0.707,rock_field,490.8,0.818,14000.0,4589.3,67.22,0.327,0
1180,light_scout,optimized,32,48,8,41,25,0.637,9.69,20.72,0.494,0.2,regolith_plain,9.7,0.242,3500.0,888.4,74.62,0.735,1
1181,cargo_hauler,optimized,42,12,54,31,20,0.479,10.0,24.85,0.481,0.35,regolith_plain,299.5,0.499,14000.0,1117.8,92.02,0.655,1
1182,cargo_hauler,naive,10,32,34,14,44,1.067,17.85,37.87,0.652,0.636,regolith_plain,233.7,0.389,14000.0,4049.7,71.07,0.374,0
1183,cargo_hauler,optimized,46,22,21,36,27,0.677,9.64,22.61,0.508,0.148,regolith_plain,456.1,0.76,14000.0,1808.8,87.08,0.772,1
1184,swarm_builder,naive,29,46,20,25,29,0.693,17.37,37.11,0.634,0.621,regolith_plain,11.1,0.74,1200.0,1560.3,-30.02,0.424,0
1185,swarm_builder,optimized,52,30,0,12,55,1.395,8.37,18.16,0.631,0.109,regolith_plain,10.3,0.687,1200.0,2093.3,-74.44,0.804,0
1186,light_scout,naive,58,21,32,44,45,1.071,7.88,16.63,0.669,0.333,regolith_plain,5.1,0.128,3500.0,1771.1,49.4,0.631,1
1187,cargo_hauler,naive,59,33,47,52,37,0.861,7.93,20.96,0.626,0.135,regolith_plain,463.2,0.772,14000.0,2389.9,82.93,0.802,1
1188,swarm_builder,optimized,19,55,22,2,55,1.345,8.8,17.3,0.541,0.036,regolith_plain,14.6,0.973,1200.0,2147.1,-78.92,0.845,0
1189,crew_transport,naive,13,33,36,18,42,0.994,19.94,37.87,0.672,0.643,regolith_plain,116.5,0.466,9500.0,3370.3,64.52,0.355,0
1190,swarm_builder,naive,46,37,22,24,38,0.922,15.09,34.18,0.643,0.421,regolith_plain,11.7,0.78,1200.0,1892.4,-57.7,0.562,0
1191,crew_transport,optimized,51,36,36,59,181,3.998,8.88,16.09,0.742,0.11,regolith_plain,128.6,0.514,9500.0,8586.0,9.62,0.815,1
1192,cargo_hauler,optimized,4,43,26,4,41,1.024,9.34,19.32,0.584,0.073,regolith_plain,284.9,0.475,14000.0,2383.7,82.97,0.821,1
1193,swarm_builder,optimized,42,47,36,0,51,1.257,9.59,23.16,0.606,0.118,regolith_plain,10.8,0.72,1200.0,1969.4,-64.12,0.799,0
1194,cargo_hauler,optimized,49,1,27,20,49,1.101,9.76,32.08,0.663,0.49,regolith_plain,131.3,0.219,14000.0,2897.5,79.3,0.532,1
1195,crew_transport,optimized,9,43,42,22,35,0.895,10.71,23.15,0.496,0.2,regolith_plain,160.2,0.641,9500.0,1819.4,80.85,0.74,1
1196,cargo_hauler,naive,38,37,50,52,33,0.814,11.47,25.77,0.737,0.424,regolith_plain,490.6,0.818,14000.0,2924.5,79.11,0.562,1
1197,cargo_hauler,optimized,6,59,57,56,58,1.43,9.08,27.33,0.6,0.155,regolith_plain,169.6,0.283,14000.0,3037.6,78.3,0.796,1
1198,light_scout,naive,13,19,16,50,46,1.091,10.52,24.97,0.511,0.087,regolith_plain,28.4,0.71,3500.0,1854.0,47.03,0.807,1
1199,cargo_hauler,naive,32,24,4,22,50,1.171,16.96,42.07,0.722,0.48,regolith_plain,544.9,0.908,14000.0,5237.1,62.59,0.461,0
1200,light_scout,optimized,52,46,26,43,30,0.729,10.51,21.07,0.693,0.167,regolith_plain,33.1,0.828,3500.0,1426.8,59.23,0.75,1
1201,cargo_hauler,optimized,9,24,5,56,33,0.822,8.23,14.75,0.493,0.0,regolith_plain,196.8,0.328,14000.0,1601.1,88.56,0.901,1
1202,crew_transport,optimized,52,14,21,46,35,0.92,10.13,20.72,0.482,0.229,regolith_plain,35.5,0.142,9500.0,1613.2,83.02,0.715,1
1203,swarm_builder,optimized,39,44,42,0,48,1.189,9.63,24.28,0.582,0.271,regolith_plain,5.9,0.393,1200.0,1765.5,-47.12,0.682,0
1204,swarm_builder,optimized,41,1,12,42,162,3.576,11.86,34.83,0.697,0.469,regolith_plain,6.7,0.447,1200.0,6810.1,-467.51,0.518,0
1205,crew_transport,optimized,59,20,26,16,35,0.837,9.68,26.95,0.523,0.343,regolith_plain,185.7,0.743,9500.0,1989.1,79.06,0.639,1
1206,swarm_builder,naive,40,29,25,32,35,0.829,17.0,38.8,0.638,0.371,regolith_plain,14.5,0.967,1200.0,2022.0,-68.5,0.573,0
1207,swarm_builder,naive,56,43,27,48,35,0.862,9.79,21.23,0.691,0.286,regolith_plain,5.1,0.34,1200.0,1308.6,-9.05,0.689,0
1208,crew_transport,naive,47,4,3,19,79,1.867,10.68,21.72,0.624,0.253,regolith_plain,82.8,0.331,9500.0,4122.6,56.6,0.689,1
1209,crew_transport,optimized,40,7,6,34,52,1.302,11.05,26.92,0.66,0.308,regolith_plain,81.3,0.325,9500.0,2855.7,69.94,0.657,1
1210,light_scout,naive,25,43,12,1,76,1.831,13.81,37.66,0.663,0.447,regolith_plain,38.9,0.972,3500.0,4809.8,-37.42,0.544,0
1211,cargo_hauler,naive,17,23,56,55,68,1.638,14.98,35.91,0.705,0.691,rock_field,407.5,0.679,14000.0,6615.8,52.74,0.368,0
1212,swarm_builder,optimized,5,12,55,23,93,2.113,9.5,26.4,0.681,0.301,crater_floor,14.1,0.94,1200.0,3906.5,-225.54,0.657,0
1213,swarm_builder,optimized,38,7,56,24,20,0.513,11.36,21.32,0.496,0.35,regolith_plain,13.2,0.88,1200.0,917.8,23.52,0.628,1
1214,cargo_hauler,optimized,7,17,12,32,16,0.408,9.98,16.42,0.587,0.0,regolith_plain,332.4,0.554,14000.0,1047.3,92.52,0.85,1
1215,light_scout,naive,45,2,49,20,23,0.539,9.83,22.51,0.473,0.261,regolith_plain,37.3,0.932,3500.0,1009.9,71.15,0.686,1
1216,crew_transport,optimized,35,12,52,36,25,0.637,8.54,27.32,0.508,0.16,regolith_plain,122.1,0.488,9500.0,1211.3,87.25,0.784,1
1217,cargo_hauler,naive,36,6,25,45,53,1.222,18.53,43.84,0.597,0.566,regolith_plain,309.8,0.516,14000.0,4349.8,68.93,0.456,0
1218,light_scout,naive,9,16,2,1,31,0.733,8.71,18.62,0.724,0.387,regolith_plain,19.8,0.495,3500.0,1419.5,59.44,0.614,1
1219,swarm_builder,naive,13,47,54,0,114,2.782,14.76,42.07,0.585,0.456,regolith_plain,4.9,0.327,1200.0,4616.5,-284.71,0.532,0
1220,crew_transport,optimized,38,59,12,7,85,2.127,11.88,33.02,0.662,0.365,regolith_plain,205.0,0.82,9500.0,6180.0,34.95,0.625,1
1221,swarm_builder,optimized,16,59,5,47,14,0.343,13.14,30.82,0.501,0.214,regolith_plain,8.7,0.58,1200.0,481.1,59.91,0.736,1
1222,cargo_hauler,naive,2,8,2,27,28,0.656,11.24,26.08,0.724,0.429,crater_floor,424.7,0.708,14000.0,2049.2,85.36,0.597,1
1223,swarm_builder,optimized,13,55,27,11,52,1.31,13.29,31.5,0.573,0.385,regolith_plain,2.4,0.16,1200.0,1647.9,-37.33,0.621,0
1224,swarm_builder,naive,3,59,53,53,78,1.847,13.51,40.07,0.594,0.295,regolith_plain,11.1,0.74,1200.0,3544.6,-195.38,0.667,0
1225,cargo_hauler,optimized,48,7,31,9,21,0.491,9.11,16.41,0.581,0.095,regolith_plain,436.9,0.728,14000.0,1322.6,90.55,0.798,1
1226,cargo_hauler,optimized,59,11,13,32,50,1.278,8.03,25.07,0.522,0.16,regolith_plain,538.5,0.898,14000.0,3465.2,75.25,0.769,1
1227,light_scout,optimized,4,16,41,57,44,1.15,10.81,20.15,0.635,0.273,regolith_plain,37.7,0.943,3500.0,2366.8,32.38,0.689,1
1228,cargo_hauler,naive,31,14,7,43,74,1.841,18.24,37.87,0.593,0.554,regolith_plain,353.8,0.59,14000.0,6914.9,50.61,0.442,0
1229,crew_transport,naive,14,20,46,35,52,1.235,15.34,37.46,0.667,0.462,regolith_plain,87.2,0.349,9500.0,3540.1,62.74,0.508,1
1230,cargo_hauler,naive,55,41,18,55,52,1.235,13.93,38.49,0.686,0.423,regolith_plain,443.7,0.739,14000.0,4588.4,67.23,0.562,1
1231,cargo_hauler,naive,35,31,40,7,45,1.071,14.61,34.44,0.591,0.378,regolith_plain,426.2,0.71,14000.0,3513.6,74.9,0.6,1
1232,cargo_hauler,naive,27,18,36,56,50,1.195,18.22,43.84,0.714,0.7,rock_field,229.8,0.383,14000.0,4595.7,67.17,0.323,0
1233,swarm_builder,optimized,45,53,41,22,33,0.797,6.08,17.31,0.599,0.03,regolith_plain,2.4,0.16,1200.0,853.8,28.85,0.879,1
1234,crew_transport,optimized,47,44,33,52,16,0.375,10.2,20.18,0.676,0.188,regolith_plain,36.4,0.146,9500.0,675.9,92.89,0.758,1
1235,crew_transport,optimized,52,25,37,59,181,3.873,6.7,14.16,0.729,0.066,regolith_plain,53.1,0.212,9500.0,6866.3,27.72,0.856,1
1236,swarm_builder,optimized,42,8,56,23,18,0.439,12.27,20.07,0.484,0.556,regolith_plain,10.1,0.673,1200.0,729.3,39.22,0.503,1
1237,crew_transport,optimized,11,53,49,23,41,1.065,10.62,21.26,0.473,0.195,regolith_plain,165.1,0.66,9500.0,2245.2,76.37,0.741,1
1238,cargo_hauler,optimized,41,58,13,32,33,0.855,10.0,20.72,0.601,0.242,regolith_plain,252.0,0.42,14000.0,2066.6,85.24,0.717,1
1239,light_scout,optimized,40,6,35,51,49,1.192,10.82,27.8,0.665,0.388,regolith_plain,38.1,0.952,3500.0,2669.1,23.74,0.616,1
1240,swarm_builder,optimized,28,48,1,30,29,0.717,9.6,19.74,0.524,0.31,regolith_plain,9.6,0.64,1200.0,1045.2,12.9,0.685,1
1241,cargo_hauler,optimized,18,46,47,33,30,0.754,8.8,20.29,0.519,0.1,regolith_plain,266.5,0.444,14000.0,1729.2,87.65,0.79,1
1242,light_scout,naive,46,16,24,46,63,1.522,11.51,23.48,0.505,0.27,regolith_plain,4.1,0.102,3500.0,2012.0,42.51,0.688,1
1243,swarm_builder,optimized,1,2,43,33,96,2.347,8.42,20.03,0.712,0.208,regolith_plain,11.0,0.733,1200.0,4032.7,-236.06,0.712,0
1244,cargo_hauler,naive,13,30,30,23,38,0.897,21.58,42.07,0.694,0.763,regolith_plain,544.7,0.908,14000.0,4806.9,65.67,0.263,0
1245,swarm_builder,optimized,1,4,0,54,51,1.257,8.96,26.08,0.62,0.039,regolith_plain,10.7,0.713,1200.0,1819.5,-51.62,0.852,0
1246,crew_transport,optimized,11,47,31,2,50,1.262,8.99,18.44,0.604,0.22,regolith_plain,98.4,0.394,9500.0,2690.3,71.68,0.716,1
1247,crew_transport,optimized,27,11,18,56,181,3.832,8.24,34.83,0.737,0.481,regolith_plain,86.2,0.345,9500.0,10499.8,-10.52,0.515,0
1248,light_scout,naive,18,41,3,33,24,0.543,10.0,18.31,0.483,0.0,regolith_plain,34.0,0.85,3500.0,925.9,73.55,0.856,1
1249,crew_transport,naive,17,1,15,47,74,1.833,11.25,25.59,0.539,0.095,regolith_plain,211.7,0.847,9500.0,4350.7,54.2,0.797,1
1250,light_scout,optimized,54,52,18,27,181,3.931,17.75,29.25,0.578,0.873,regolith_plain,23.7,0.592,3500.0,8053.8,-130.11,0.325,0
1251,cargo_hauler,naive,59,32,42,26,22,0.519,9.92,16.54,0.468,0.0,regolith_plain,482.2,0.804,14000.0,1246.1,91.1,0.867,1
1252,cargo_hauler,optimized,1,46,35,17,43,1.097,10.89,25.27,0.588,0.395,regolith_plain,70.9,0.118,14000.0,2608.9,81.36,0.606,1
1253,cargo_hauler,optimized,10,8,51,1,181,4.279,6.74,11.9,0.571,0.006,regolith_plain,287.4,0.479,14000.0,8956.0,36.03,0.906,1
1254,swarm_builder,optimized,25,39,1,35,25,0.613,10.8,20.08,0.527,0.16,regolith_plain,1.6,0.107,1200.0,704.4,41.3,0.768,1
1255,crew_transport,naive,43,56,43,24,52,1.244,10.6,21.63,0.626,0.288,regolith_plain,162.9,0.652,9500.0,3229.3,66.01,0.665,1
1256,light_scout,naive,42,34,24,50,35,0.846,8.78,18.69,0.731,0.314,regolith_plain,37.2,0.93,3500.0,1990.8,43.12,0.637,1
1257,light_scout,optimized,49,50,30,51,24,0.551,7.67,18.4,0.67,0.208,regolith_plain,32.3,0.807,3500.0,1048.9,70.03,0.758,1
1258,light_scout,naive,22,17,1,19,33,0.781,12.27,26.07,0.717,0.242,crater_floor,23.8,0.595,3500.0,1717.8,50.92,0.664,1
1259,light_scout,optimized,1,56,23,33,181,4.196,16.33,25.07,0.54,0.547,regolith_plain,22.6,0.565,3500.0,8094.4,-131.27,0.509,0
1260,light_scout,optimized,23,17,28,44,43,1.006,14.02,33.2,0.684,0.674,regolith_plain,22.4,0.56,3500.0,2337.9,33.2,0.404,0
1261,cargo_hauler,optimized,42,32,15,46,29,0.717,9.18,22.23,0.54,0.069,regolith_plain,577.2,0.962,14000.0,2075.1,85.18,0.806,1
1262,crew_transport,optimized,57,39,36,2,38,0.98,10.57,24.75,0.533,0.184,regolith_plain,141.2,0.565,9500.0,2057.9,78.34,0.764,1
1263,swarm_builder,optimized,53,0,54,37,47,1.053,8.43,26.25,0.536,0.17,regolith_plain,4.0,0.267,1200.0,1269.3,-5.77,0.771,0
1264,cargo_hauler,optimized,18,39,54,11,39,1.025,9.69,25.07,0.519,0.154,regolith_plain,403.6,0.673,14000.0,2586.5,81.53,0.759,1
1265,cargo_hauler,naive,1,50,4,12,54,1.259,8.47,26.06,0.69,0.167,regolith_plain,256.3,0.427,14000.0,3189.1,77.22,0.763,1
1266,swarm_builder,naive,1,34,24,34,43,1.047,11.72,32.56,0.54,0.07,regolith_plain,9.2,0.613,1200.0,1606.7,-33.89,0.798,0
1267,crew_transport,naive,56,37,31,33,34,0.809,8.86,17.26,0.547,0.029,regolith_plain,73.8,0.295,9500.0,1468.6,84.54,0.851,1
1268,swarm_builder,optimized,33,23,7,24,36,0.866,8.88,19.28,0.695,0.194,regolith_plain,14.7,0.98,1200.0,1624.4,-35.37,0.734,0
1269,crew_transport,optimized,5,52,27,29,181,4.221,9.98,25.52,0.447,0.171,regolith_plain,245.2,0.981,9500.0,9892.0,-4.13,0.759,0
1270,crew_transport,naive,5,54,28,10,73,1.73,12.63,33.61,0.56,0.397,regolith_plain,174.1,0.696,9500.0,4297.9,54.76,0.605,1
1271,crew_transport,naive,45,11,11,15,55,1.362,14.74,35.83,0.672,0.509,regolith_plain,76.3,0.305,9500.0,3525.5,62.89,0.502,1
1272,light_scout,optimized,39,48,12,28,28,0.722,10.11,25.07,0.582,0.321,regolith_plain,27.2,0.68,3500.0,1441.4,58.82,0.639,1
1273,swarm_builder,naive,59,56,40,7,77,1.851,12.08,30.09,0.581,0.221,regolith_plain,14.1,0.94,1200.0,3289.4,-174.12,0.724,0
1274,crew_transport,optimized,44,30,53,51,23,0.589,8.54,19.78,0.623,0.043,regolith_plain,237.2,0.949,9500.0,1377.3,85.5,0.881,1
1275,cargo_hauler,optimized,36,29,49,8,24,0.617,8.43,22.51,0.521,0.167,regolith_plain,213.0,0.355,14000.0,1420.6,89.85,0.757,1
1276,swarm_builder,optimized,21,55,46,21,36,0.915,9.02,22.23,0.571,0.028,regolith_plain,14.6,0.973,1200.0,1513.0,-26.08,0.846,0
1277,light_scout,naive,23,7,42,9,24,0.576,9.78,17.7,0.624,0.125,regolith_plain,37.2,0.93,3500.0,1131.9,67.66,0.793,1
1278,light_scout,optimized,52,40,58,19,23,0.564,8.87,18.49,0.375,0.13,regolith_plain,15.4,0.385,3500.0,684.8,80.43,0.802,1
1279,cargo_hauler,naive,53,56,45,35,39,0.934,10.9,27.33,0.71,0.282,regolith_plain,182.0,0.303,14000.0,2442.1,82.56,0.684,1
1280,crew_transport,optimized,8,32,38,55,35,0.887,8.39,19.33,0.601,0.171,regolith_plain,83.5,0.334,9500.0,1769.1,81.38,0.764,1
1281,swarm_builder,optimized,46,41,14,43,39,0.942,8.61,19.33,0.652,0.359,regolith_plain,10.3,0.687,1200.0,1658.1,-38.17,0.618,0
1282,swarm_builder,optimized,50,38,2,41,49,1.167,9.28,18.6,0.493,0.102,regolith_plain,10.8,0.72,1200.0,1725.8,-43.82,0.803,0
1283,swarm_builder,naive,3,20,45,59,74,1.841,11.16,23.48,0.606,0.27,regolith_plain,7.8,0.52,1200.0,2823.8,-135.32,0.684,0
1284,crew_transport,optimized,46,21,55,40,20,0.488,7.19,12.55,0.453,0.0,regolith_plain,58.5,0.234,9500.0,724.5,92.37,0.899,1
1285,light_scout,optimized,14,18,46,3,42,1.035,7.9,20.36,0.639,0.095,regolith_plain,7.2,0.18,3500.0,1418.7,59.47,0.822,1
1286,light_scout,naive,8,41,51,18,81,1.898,15.36,36.36,0.561,0.481,regolith_plain,26.7,0.668,3500.0,4267.2,-21.92,0.508,0
1287,light_scout,optimized,36,21,53,7,19,0.484,10.47,18.96,0.576,0.263,regolith_plain,38.6,0.965,3500.0,1009.8,71.15,0.688,1
1288,crew_transport,optimized,45,47,22,10,46,1.157,10.04,19.28,0.689,0.217,regolith_plain,97.0,0.388,9500.0,2564.0,73.01,0.712,1
1289,light_scout,optimized,37,31,31,16,18,0.423,11.14,21.47,0.692,0.278,regolith_plain,31.7,0.792,3500.0,821.6,76.53,0.709,1
1290,cargo_hauler,naive,41,6,2,2,82,1.951,10.29,46.24,0.658,0.293,regolith_plain,238.3,0.397,14000.0,5363.7,61.69,0.677,1
1291,swarm_builder,optimized,0,37,34,48,35,0.854,8.98,25.59,0.542,0.143,regolith_plain,4.5,0.3,1200.0,1042.9,13.09,0.789,1
1292,cargo_hauler,optimized,23,50,35,0,51,1.348,10.92,24.75,0.578,0.176,regolith_plain,487.0,0.812,14000.0,3857.1,72.45,0.758,1
1293,cargo_hauler,optimized,13,1,8,46,46,1.19,10.26,20.72,0.54,0.043,regolith_plain,303.7,0.506,14000.0,2727.0,80.52,0.848,1
1294,swarm_builder,optimized,21,25,56,26,181,3.708,22.55,25.65,0.673,0.669,regolith_plain,1.7,0.113,1200.0,5797.2,-383.1,0.433,0
1295,swarm_builder,optimized,33,45,8,56,28,0.697,11.17,25.59,0.537,0.179,regolith_plain,7.1,0.473,1200.0,987.2,17.73,0.76,1
1296,cargo_hauler,optimized,2,57,22,17,43,1.105,9.1,18.66,0.55,0.209,regolith_plain,178.1,0.297,14000.0,2598.3,81.44,0.732,1
1297,swarm_builder,naive,44,54,25,38,33,0.781,9.78,21.07,0.658,0.424,regolith_plain,5.9,0.393,1200.0,1267.3,-5.61,0.593,0
1298,crew_transport,optimized,48,8,16,47,41,1.073,12.15,23.17,0.547,0.341,regolith_plain,143.4,0.574,9500.0,2402.8,74.71,0.649,1
1299,light_scout,optimized,32,9,3,5,31,0.774,6.65,21.15,0.671,0.161,regolith_plain,12.0,0.3,3500.0,1059.4,69.73,0.787,1
1300,crew_transport,optimized,13,45,47,58,36,0.882,8.73,20.48,0.643,0.222,regolith_plain,185.6,0.742,9500.0,2125.7,77.62,0.733,1
1301,swarm_builder,optimized,16,46,31,21,60,1.404,12.54,27.27,0.542,0.333,regolith_plain,2.1,0.14,1200.0,1789.3,-49.11,0.643,0
1302,swarm_builder,optimized,39,27,37,55,31,0.766,6.88,12.83,0.634,0.0,regolith_plain,12.9,0.86,1200.0,1164.6,2.95,0.89,0
1303,swarm_builder,optimized,12,15,1,44,30,0.754,8.67,15.1,0.613,0.0,regolith_plain,5.4,0.36,1200.0,930.6,22.45,0.887,1
1304,light_scout,naive,34,16,7,40,56,1.332,13.77,35.16,0.534,0.411,regolith_plain,32.0,0.8,3500.0,2854.5,18.44,0.582,1
1305,light_scout,optimized,37,50,15,33,24,0.609,9.72,17.06,0.588,0.292,regolith_plain,29.5,0.738,3500.0,1174.0,66.46,0.668,1
1306,cargo_hauler,optimized,6,43,28,47,23,0.523,10.87,19.02,0.468,0.13,regolith_plain,417.6,0.696,14000.0,1291.1,90.78,0.776,1
