day,sol,crew_size,activity_level,dust_storm_flag,solar_availability,o2_consumption_kg,co2_production_kg,water_use_kg,food_kg,waste_kg,o2_recovery_efficiency,water_recovery_efficiency,net_o2_makeup_kg,net_water_makeup_kg,greenhouse_ventilation_m3_per_h,cabin_co2_ppm_proxy
699,699,100,0.9,0,0.985,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,836
700,700,100,1.15,0,0.992,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,887
701,701,100,1.15,0,0.878,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,868
702,702,100,1.15,0,0.938,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,934
703,703,100,1.15,0,0.917,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,938
704,704,100,1.15,0,0.94,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,879
705,705,100,0.9,0,0.842,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,786
706,706,100,0.9,0,0.903,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,797
707,707,100,1.15,0,0.932,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,915
708,708,100,1.15,0,0.886,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,889
709,709,100,1.15,0,0.917,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,880
710,710,100,1.15,0,0.922,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,867
711,711,100,1.15,0,0.939,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,916
712,712,100,0.9,0,0.908,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,815
713,713,100,0.9,0,0.893,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,812
714,714,100,1.15,0,0.866,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,925
715,715,100,1.15,0,0.887,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,896
716,716,100,1.15,0,0.869,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,901
717,717,100,1.15,0,0.964,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,906
718,718,100,1.15,0,0.911,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,866
719,719,100,0.9,0,0.897,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,828
720,720,100,0.9,0,0.944,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,836
721,721,100,1.15,0,0.818,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,872
722,722,100,1.15,0,0.902,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,898
723,723,100,1.15,0,0.864,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,912
724,724,100,1.15,0,0.891,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,904
725,725,100,1.15,0,0.904,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,908
726,726,100,0.9,0,0.933,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,821
727,727,100,0.9,0,0.939,75.6,90.0,332.5,183.0,10.8,0.92,0.95,6.05,16.63,1980.0,818
728,728,100,1.15,0,0.81,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,895
729,729,100,1.15,0,0.915,96.6,115.0,367.5,183.0,13.8,0.92,0.95,7.73,18.38,1980.0,864
